OrderID,Date,Product,Quantity,Price
1978,2023-11-13,Headphones,4,2000
1979,2024-10-07,Mouse,4,800
1980,2023-03-30,Headphones,4,2000
1981,2024-03-09,Monitor,4,12000
1982,2023-08-03,Laptop,2,50000
1983,2023-03-06,Mobile,3,15000
1984,2023-09-21,Headphones,2,2000
1985,2024-02-10,Mouse,4,800
1986,2023-12-17,Mouse,2,800
1987,2024-06-03,Mouse,1,800
1988,2023-06-07,Headphones,4,2000
1989,2023-02-16,Headphones,2,2000
1990,2024-12-23,Monitor,5,12000
1991,2023-12-01,Tablet,5,20000
1992,2023-06-18,Mobile,3,15000
1993,2024-06-17,Keyboard,4,1500
1994,2023-01-20,Mobile,3,15000
1995,2024-05-17,Tablet,4,20000
1996,2023-12-10,Laptop,3,50000
1997,2024-12-01,Laptop,4,50000
1998,2023-05-18,Mobile,3,15000
1999,2024-07-07,Mobile,2,15000
2000,2024-10-01,Laptop,2,50000
2001,2023-05-07,Monitor,4,12000
2002,2023-12-14,Keyboard,4,1500
2003,2024-08-27,Monitor,1,12000
2004,2024-04-02,Keyboard,3,1500
2005,2023-11-08,Monitor,1,12000
2006,2023-02-26,Monitor,5,12000
2007,2024-10-03,Tablet,1,20000
2008,2023-11-16,Laptop,4,50000
2009,2023-06-26,Monitor,3,12000
2010,2024-03-04,Monitor,3,12000
2011,2023-04-26,Mouse,1,800
2012,2024-06-06,Keyboard,3,1500
2013,2024-12-12,Tablet,1,20000
2014,2023-12-20,Mobile,2,15000
2015,2024-09-05,Mouse,2,800
2016,2024-05-16,Mobile,5,15000
2017,2023-05-25,Mouse,5,800
2018,2023-07-24,Keyboard,5,1500
2019,2024-10-10,Keyboard,4,1500
2020,2023-02-08,Mobile,2,15000
2021,2023-12-19,Laptop,1,50000
2022,2023-05-30,Monitor,3,12000
2023,2024-07-10,Monitor,2,12000
2024,2024-06-12,Mobile,2,15000
2025,2023-08-10,Mobile,4,15000
2026,2024-07-06,Tablet,5,20000
2027,2024-02-27,Monitor,2,12000
2028,2023-12-20,Laptop,2,50000
2029,2024-04-01,Monitor,4,12000
2030,2023-09-12,Laptop,5,50000
2031,2024-06-26,Keyboard,3,1500
2032,2024-06-10,Monitor,1,12000
2033,2024-12-15,Mobile,4,15000
2034,2024-05-03,Mobile,1,15000
2035,2024-06-21,Laptop,3,50000
2036,2023-02-25,Laptop,1,50000
2037,2024-09-08,Laptop,1,50000
2038,2023-06-04,Keyboard,3,1500
2039,2023-07-06,Monitor,4,12000
2040,2023-05-08,Tablet,2,20000
2041,2024-05-22,Keyboard,3,1500
2042,2024-03-22,Headphones,2,2000
2043,2023-10-24,Tablet,3,20000
2044,2023-12-03,Tablet,1,20000
2045,2024-06-14,Laptop,5,50000
2046,2023-01-21,Mobile,3,15000
2047,2023-03-22,Headphones,2,2000
2048,2024-08-31,Laptop,3,50000
2049,2023-12-19,Mobile,3,15000
2050,2024-08-06,Keyboard,1,1500
2051,2023-06-12,Tablet,1,20000
2052,2024-11-14,Mobile,2,15000
2053,2024-08-23,Headphones,5,2000
2054,2024-01-26,Headphones,1,2000
2055,2024-06-23,Monitor,1,12000
2056,2024-07-22,Tablet,2,20000
2057,2024-06-26,Tablet,1,20000
2058,2023-06-12,Tablet,1,20000
2059,2024-06-11,Headphones,2,2000
2060,2024-06-12,Tablet,3,20000
2061,2023-04-23,Monitor,5,12000
2062,2024-07-05,Laptop,5,50000
2063,2024-07-05,Tablet,1,20000
2064,2023-04-11,Mouse,5,800
2065,2024-04-22,Headphones,1,2000
2066,2023-02-28,Mobile,5,15000
2067,2024-10-15,Headphones,4,2000
2068,2024-09-15,Headphones,3,2000
2069,2024-12-31,Keyboard,1,1500
2070,2024-09-14,Mobile,4,15000
2071,2024-06-09,Keyboard,3,1500
2072,2023-02-13,Laptop,3,50000
2073,2024-12-28,Mouse,2,800
2074,2023-08-12,Headphones,2,2000
2075,2024-11-30,Laptop,5,50000
2076,2024-01-11,Monitor,4,12000
2077,2024-12-06,Mobile,2,15000
2078,2024-03-15,Mouse,5,800
2079,2023-01-15,Keyboard,5,1500
2080,2023-02-06,Mouse,2,800
2081,2023-07-04,Tablet,5,20000
2082,2023-03-09,Laptop,2,50000
2083,2024-01-21,Tablet,2,20000
2084,2024-10-24,Mobile,1,15000
2085,2024-12-28,Keyboard,2,1500
2086,2023-11-21,Monitor,4,12000
2087,2023-04-30,Mouse,4,800
2088,2024-03-15,Monitor,4,12000
2089,2023-11-01,Keyboard,3,1500
2090,2024-03-11,Tablet,4,20000
2091,2024-03-14,Monitor,3,12000
2092,2024-10-25,Headphones,5,2000
2093,2024-05-16,Laptop,5,50000
2094,2023-10-13,Keyboard,5,1500
2095,2023-02-28,Tablet,5,20000
2096,2024-04-06,Headphones,2,2000
2097,2024-09-24,Mobile,4,15000
2098,2023-06-22,Tablet,2,20000
2099,2024-08-14,Mobile,2,15000
2100,2023-12-08,Monitor,4,12000
2101,2023-05-24,Tablet,3,20000
2102,2023-04-18,Laptop,2,50000
2103,2023-04-14,Mobile,3,15000
2104,2024-02-23,Monitor,5,12000
2105,2024-03-08,Tablet,4,20000
2106,2024-11-29,Keyboard,1,1500
2107,2024-01-15,Mouse,4,800
2108,2023-02-24,Headphones,1,2000
2109,2024-11-16,Monitor,4,12000
2110,2023-09-16,Laptop,2,50000
2111,2023-12-20,Monitor,3,12000
2112,2024-03-15,Monitor,4,12000
2113,2024-01-19,Laptop,3,50000
2114,2023-09-26,Mouse,2,800
2115,2023-01-03,Headphones,3,2000
2116,2024-06-26,Keyboard,2,1500
2117,2023-06-01,Monitor,1,12000
2118,2024-07-27,Monitor,4,12000
2119,2024-10-14,Mobile,1,15000
2120,2023-02-23,Keyboard,3,1500
2121,2023-09-09,Keyboard,2,1500
2122,2024-11-07,Monitor,2,12000
2123,2023-11-09,Mouse,1,800
2124,2024-03-19,Laptop,3,50000
2125,2023-08-12,Headphones,1,2000
2126,2024-04-14,Tablet,2,20000
2127,2023-05-28,Monitor,1,12000
2128,2023-05-18,Monitor,3,12000
2129,2024-02-26,Keyboard,4,1500
2130,2023-10-06,Mouse,4,800
2131,2023-08-09,Laptop,5,50000
2132,2024-07-12,Keyboard,1,1500
2133,2023-08-03,Headphones,1,2000
2134,2024-06-01,Headphones,4,2000
2135,2023-07-30,Keyboard,2,1500
2136,2024-06-28,Laptop,4,50000
2137,2023-04-05,Mobile,3,15000
2138,2023-03-02,Keyboard,1,1500
2139,2024-09-28,Laptop,4,50000
2140,2023-05-18,Laptop,3,50000
2141,2023-08-17,Headphones,5,2000
2142,2023-12-31,Keyboard,2,1500
2143,2024-11-08,Mobile,1,15000
2144,2024-12-31,Laptop,1,50000
2145,2024-09-15,Monitor,3,12000
2146,2024-08-21,Tablet,2,20000
2147,2024-07-04,Mouse,2,800
2148,2024-04-26,Headphones,1,2000
2149,2024-09-08,Tablet,4,20000
2150,2023-03-12,Keyboard,3,1500
2151,2023-03-21,Keyboard,3,1500
2152,2024-08-08,Mobile,4,15000
2153,2024-01-12,Keyboard,1,1500
2154,2024-05-05,Mobile,5,15000
2155,2023-04-21,Laptop,2,50000
2156,2024-08-15,Headphones,3,2000
2157,2023-10-23,Keyboard,1,1500
2158,2024-11-20,Monitor,3,12000
2159,2023-11-16,Headphones,4,2000
2160,2024-01-07,Mouse,4,800
2161,2024-06-29,Headphones,4,2000
2162,2023-12-18,Mobile,3,15000
2163,2024-03-12,Headphones,2,2000
2164,2023-04-27,Tablet,3,20000
2165,2023-04-14,Headphones,4,2000
2166,2024-08-12,Monitor,3,12000
2167,2023-04-15,Laptop,2,50000
2168,2024-07-03,Headphones,4,2000
2169,2023-05-04,Mouse,1,800
2170,2024-04-20,Laptop,5,50000
2171,2023-12-31,Tablet,2,20000
2172,2023-03-31,Laptop,4,50000
2173,2024-02-28,Keyboard,5,1500
2174,2024-12-25,Mobile,4,15000
2175,2024-07-01,Headphones,2,2000
2176,2023-08-17,Headphones,1,2000
2177,2023-06-15,Monitor,3,12000
2178,2024-11-29,Laptop,3,50000
2179,2023-04-02,Tablet,5,20000
2180,2024-03-18,Monitor,2,12000
2181,2024-01-21,Keyboard,5,1500
2182,2024-02-18,Tablet,4,20000
2183,2023-03-29,Tablet,1,20000
2184,2024-04-01,Mouse,5,800
2185,2024-04-25,Tablet,1,20000
2186,2023-05-08,Keyboard,1,1500
2187,2023-07-22,Mobile,5,15000
2188,2023-10-26,Monitor,4,12000
2189,2023-03-02,Monitor,5,12000
2190,2023-02-16,Mobile,4,15000
2191,2023-07-20,Laptop,1,50000
2192,2023-10-08,Keyboard,4,1500
2193,2023-06-14,Mobile,4,15000
2194,2024-12-06,Headphones,2,2000
2195,2024-04-10,Mouse,2,800
2196,2024-07-02,Laptop,1,50000
2197,2024-05-10,Tablet,5,20000
2198,2023-09-24,Monitor,4,12000
2199,2024-08-07,Mouse,3,800
2200,2024-10-17,Keyboard,2,1500
2201,2024-08-30,Laptop,4,50000
2202,2023-05-20,Monitor,1,12000
2203,2023-10-29,Keyboard,1,1500
2204,2023-11-24,Tablet,2,20000
2205,2024-08-16,Tablet,4,20000
2206,2024-02-18,Tablet,3,20000
2207,2023-05-23,Mouse,1,800
2208,2023-07-23,Keyboard,4,1500
2209,2024-09-15,Keyboard,4,1500
2210,2023-05-11,Mobile,2,15000
2211,2024-07-22,Headphones,4,2000
2212,2023-04-15,Headphones,5,2000
2213,2023-10-10,Mobile,4,15000
2214,2023-06-12,Mouse,4,800
2215,2023-02-12,Mobile,1,15000
2216,2023-01-08,Laptop,5,50000
2217,2023-01-17,Tablet,5,20000
2218,2023-01-17,Monitor,4,12000
2219,2024-02-25,Mouse,3,800
2220,2023-12-24,Monitor,3,12000
2221,2023-04-03,Tablet,1,20000
2222,2023-03-30,Mobile,2,15000
2223,2024-02-10,Tablet,4,20000
2224,2024-05-21,Tablet,5,20000
2225,2024-06-11,Headphones,4,2000
2226,2024-10-01,Headphones,4,2000
2227,2023-10-18,Monitor,1,12000
2228,2023-01-22,Tablet,4,20000
2229,2024-04-14,Headphones,2,2000
2230,2023-12-29,Tablet,2,20000
2231,2024-08-28,Monitor,2,12000
2232,2024-03-08,Laptop,3,50000
2233,2024-08-01,Laptop,5,50000
2234,2024-05-20,Mouse,4,800
2235,2023-05-21,Headphones,3,2000
2236,2024-01-02,Mobile,5,15000
2237,2024-02-08,Headphones,3,2000
2238,2023-05-10,Laptop,5,50000
2239,2024-03-18,Laptop,3,50000
2240,2023-06-16,Mouse,3,800
2241,2024-07-29,Laptop,5,50000
2242,2023-01-06,Laptop,1,50000
2243,2023-11-12,Headphones,1,2000
2244,2024-01-05,Headphones,5,2000
2245,2024-05-24,Headphones,5,2000
2246,2023-10-16,Mobile,5,15000
2247,2023-12-17,Headphones,3,2000
2248,2023-12-03,Monitor,2,12000
2249,2024-11-07,Tablet,5,20000
2250,2024-07-21,Laptop,1,50000
2251,2024-09-07,Headphones,5,2000
2252,2024-09-04,Headphones,4,2000
2253,2023-05-24,Keyboard,2,1500
2254,2023-11-27,Tablet,4,20000
2255,2024-05-25,Mouse,2,800
2256,2024-04-05,Laptop,5,50000
2257,2024-05-10,Monitor,5,12000
2258,2024-05-22,Monitor,4,12000
2259,2024-09-11,Monitor,2,12000
2260,2024-07-11,Laptop,5,50000
2261,2024-11-24,Monitor,4,12000
2262,2023-09-03,Headphones,4,2000
2263,2024-04-09,Mobile,5,15000
2264,2023-03-13,Monitor,1,12000
2265,2023-10-19,Monitor,2,12000
2266,2024-12-03,Monitor,1,12000
2267,2023-11-08,Mouse,3,800
2268,2023-06-24,Laptop,3,50000
2269,2024-04-18,Tablet,3,20000
2270,2023-06-15,Mobile,5,15000
2271,2023-09-05,Laptop,3,50000
2272,2024-10-05,Monitor,2,12000
2273,2023-01-07,Headphones,2,2000
2274,2023-05-18,Mobile,1,15000
2275,2023-12-15,Mobile,3,15000
2276,2023-03-07,Keyboard,5,1500
2277,2023-12-03,Mouse,1,800
2278,2024-05-25,Monitor,5,12000
2279,2024-10-12,Headphones,3,2000
2280,2023-02-09,Mouse,4,800
2281,2023-11-13,Mouse,5,800
2282,2023-08-14,Mouse,4,800
2283,2023-04-12,Monitor,1,12000
2284,2024-04-08,Tablet,2,20000
2285,2023-09-28,Mouse,3,800
2286,2023-05-27,Mobile,1,15000
2287,2024-12-30,Keyboard,1,1500
2288,2024-01-15,Laptop,1,50000
2289,2023-08-17,Tablet,5,20000
2290,2023-05-06,Mobile,5,15000
2291,2024-11-17,Mouse,1,800
2292,2023-11-13,Keyboard,3,1500
2293,2024-06-01,Monitor,4,12000
2294,2024-06-25,Mobile,1,15000
2295,2024-12-04,Mouse,4,800
2296,2023-04-02,Monitor,2,12000
2297,2023-10-02,Mobile,2,15000
2298,2023-12-23,Laptop,5,50000
2299,2024-03-13,Mouse,1,800
2300,2023-09-07,Mobile,2,15000
2301,2023-02-05,Keyboard,1,1500
2302,2024-10-21,Laptop,3,50000
2303,2023-11-26,Laptop,1,50000
2304,2024-08-24,Laptop,2,50000
2305,2023-11-08,Headphones,4,2000
2306,2023-10-26,Keyboard,4,1500
2307,2024-09-03,Mouse,3,800
2308,2023-02-05,Mouse,3,800
2309,2024-09-03,Headphones,3,2000
2310,2023-10-20,Headphones,5,2000
2311,2024-08-01,Keyboard,5,1500
2312,2024-09-04,Monitor,4,12000
2313,2023-07-11,Monitor,2,12000
2314,2024-10-31,Tablet,1,20000
2315,2023-06-10,Monitor,5,12000
2316,2024-04-04,Mobile,3,15000
2317,2023-08-15,Mobile,3,15000
2318,2024-02-18,Mobile,5,15000
2319,2024-05-14,Keyboard,4,1500
2320,2023-11-23,Mouse,3,800
2321,2023-10-28,Monitor,1,12000
2322,2023-10-29,Headphones,5,2000
2323,2023-11-12,Mouse,5,800
2324,2023-06-08,Mouse,1,800
2325,2024-03-27,Keyboard,3,1500
2326,2023-05-28,Keyboard,5,1500
2327,2023-02-11,Tablet,2,20000
2328,2024-10-27,Keyboard,1,1500
2329,2023-12-09,Laptop,5,50000
2330,2023-10-02,Mobile,5,15000
2331,2024-09-16,Mobile,4,15000
2332,2023-04-05,Mouse,1,800
2333,2023-11-09,Tablet,1,20000
2334,2024-06-03,Keyboard,2,1500
2335,2024-06-07,Headphones,4,2000
2336,2023-08-05,Monitor,3,12000
2337,2023-03-24,Tablet,3,20000
2338,2024-11-29,Tablet,1,20000
2339,2024-05-17,Laptop,4,50000
2340,2024-04-13,Keyboard,3,1500
2341,2023-12-16,Headphones,3,2000
2342,2024-07-07,Keyboard,3,1500
2343,2024-09-30,Laptop,3,50000
2344,2024-04-27,Tablet,1,20000
2345,2024-07-27,Headphones,5,2000
2346,2023-07-27,Monitor,5,12000
2347,2024-07-17,Tablet,3,20000
2348,2023-10-19,Mobile,3,15000
2349,2024-04-30,Tablet,4,20000
2350,2023-07-20,Tablet,3,20000
2351,2024-07-05,Mobile,5,15000
2352,2023-02-21,Headphones,4,2000
2353,2024-05-24,Headphones,2,2000
2354,2023-05-15,Mouse,2,800
2355,2023-05-21,Laptop,2,50000
2356,2024-03-28,Mouse,3,800
2357,2024-08-11,Keyboard,5,1500
2358,2023-10-18,Mouse,5,800
2359,2024-09-16,Mouse,2,800
2360,2024-01-12,Mobile,1,15000
2361,2024-01-16,Tablet,3,20000
2362,2024-01-23,Mobile,5,15000
2363,2023-03-25,Laptop,4,50000
2364,2023-03-25,Mouse,3,800
2365,2023-09-18,Mobile,1,15000
2366,2024-07-08,Mouse,1,800
2367,2024-08-26,Tablet,3,20000
2368,2024-04-20,Mouse,1,800
2369,2024-08-04,Laptop,4,50000
2370,2024-07-17,Headphones,3,2000
2371,2024-04-29,Keyboard,2,1500
2372,2023-03-01,Mobile,3,15000
2373,2023-10-25,Laptop,1,50000
2374,2023-07-03,Monitor,3,12000
2375,2024-03-16,Mobile,2,15000
2376,2024-06-24,Laptop,3,50000
2377,2023-07-31,Tablet,5,20000
2378,2023-10-09,Keyboard,2,1500
2379,2023-03-20,Headphones,3,2000
2380,2023-05-14,Monitor,2,12000
2381,2023-11-19,Laptop,4,50000
2382,2023-02-19,Laptop,1,50000
2383,2024-02-02,Monitor,1,12000
2384,2024-09-12,Headphones,4,2000
2385,2023-01-20,Tablet,3,20000
2386,2024-10-03,Tablet,4,20000
2387,2023-08-29,Keyboard,5,1500
2388,2024-02-20,Headphones,1,2000
2389,2023-09-08,Monitor,5,12000
2390,2023-10-25,Tablet,3,20000
2391,2024-04-26,Tablet,3,20000
2392,2024-03-30,Headphones,4,2000
2393,2024-09-14,Keyboard,1,1500
2394,2024-11-05,Monitor,1,12000
2395,2023-05-10,Tablet,5,20000
2396,2023-01-30,Headphones,5,2000
2397,2023-08-18,Keyboard,3,1500
2398,2024-07-16,Headphones,3,2000
2399,2024-02-29,Mobile,4,15000
2400,2023-04-16,Mouse,5,800
2401,2023-12-18,Monitor,2,12000
2402,2023-10-12,Tablet,3,20000
2403,2023-09-02,Headphones,5,2000
2404,2024-11-26,Mobile,1,15000
2405,2024-06-08,Mobile,1,15000
2406,2024-04-05,Mouse,2,800
2407,2024-11-29,Tablet,1,20000
2408,2023-11-20,Tablet,1,20000
2409,2023-04-25,Laptop,2,50000
2410,2024-01-07,Headphones,4,2000
2411,2023-09-08,Laptop,3,50000
2412,2023-11-16,Monitor,1,12000
2413,2023-04-11,Headphones,5,2000
2414,2023-01-30,Mouse,4,800
2415,2023-07-09,Mouse,3,800
2416,2023-07-05,Tablet,2,20000
2417,2023-03-18,Mobile,1,15000
2418,2024-10-30,Mobile,2,15000
2419,2023-06-23,Tablet,2,20000
2420,2023-10-01,Mouse,4,800
2421,2023-05-20,Laptop,2,50000
2422,2024-02-04,Tablet,5,20000
2423,2023-10-04,Mobile,5,15000
2424,2023-05-29,Headphones,2,2000
2425,2023-05-07,Monitor,1,12000
2426,2023-11-08,Monitor,5,12000
2427,2024-07-09,Laptop,5,50000
2428,2023-08-06,Mouse,3,800
2429,2023-09-30,Tablet,4,20000
2430,2024-09-12,Mobile,1,15000
2431,2023-11-03,Keyboard,4,1500
2432,2024-10-23,Monitor,1,12000
2433,2023-02-18,Headphones,5,2000
2434,2023-03-10,Mouse,4,800
2435,2023-05-17,Monitor,4,12000
2436,2023-09-10,Tablet,1,20000
2437,2023-07-29,Laptop,4,50000
2438,2024-11-08,Laptop,2,50000
2439,2024-06-02,Monitor,4,12000
2440,2024-10-30,Tablet,5,20000
2441,2024-01-24,Mobile,4,15000
2442,2023-02-01,Headphones,4,2000
2443,2023-06-19,Keyboard,2,1500
2444,2024-05-10,Monitor,2,12000
2445,2023-04-22,Monitor,5,12000
2446,2024-12-20,Monitor,3,12000
2447,2023-03-24,Mobile,5,15000
2448,2024-09-24,Monitor,5,12000
2449,2023-04-29,Headphones,5,2000
2450,2023-08-30,Mobile,3,15000
2451,2024-08-09,Mouse,1,800
2452,2024-01-17,Monitor,2,12000
2453,2023-05-01,Keyboard,1,1500
2454,2024-06-20,Monitor,4,12000
2455,2024-08-16,Keyboard,2,1500
2456,2024-04-08,Tablet,4,20000
2457,2023-05-03,Laptop,3,50000
2458,2023-07-27,Laptop,2,50000
2459,2024-12-31,Mouse,1,800
2460,2024-08-30,Mouse,5,800
2461,2023-07-24,Keyboard,2,1500
2462,2024-11-15,Monitor,5,12000
2463,2023-05-23,Monitor,3,12000
2464,2023-01-31,Headphones,2,2000
2465,2023-07-16,Headphones,1,2000
2466,2023-07-14,Headphones,3,2000
2467,2023-01-07,Mobile,5,15000
2468,2023-07-04,Tablet,2,20000
2469,2023-03-13,Headphones,4,2000
2470,2024-12-05,Tablet,5,20000
2471,2024-04-08,Keyboard,3,1500
2472,2024-08-24,Mobile,1,15000
2473,2023-02-09,Mouse,5,800
2474,2023-10-16,Mouse,5,800
2475,2023-03-01,Headphones,5,2000
2476,2024-04-13,Keyboard,1,1500
2477,2024-06-25,Tablet,3,20000
2478,2023-02-26,Headphones,2,2000
2479,2024-12-06,Tablet,1,20000
2480,2023-10-26,Laptop,5,50000
2481,2024-06-24,Monitor,1,12000
2482,2023-09-28,Headphones,3,2000
2483,2023-12-31,Headphones,4,2000
2484,2024-02-23,Mobile,3,15000
2485,2023-06-28,Laptop,3,50000
2486,2023-09-16,Headphones,2,2000
2487,2024-05-12,Laptop,2,50000
2488,2024-09-18,Laptop,5,50000
2489,2023-01-15,Mobile,3,15000
2490,2023-02-04,Laptop,4,50000
2491,2024-06-23,Mobile,2,15000
2492,2023-03-20,Mobile,5,15000
2493,2023-06-11,Monitor,2,12000
2494,2023-10-26,Monitor,3,12000
2495,2023-02-28,Tablet,5,20000
2496,2023-04-05,Tablet,2,20000
2497,2024-06-09,Monitor,5,12000
2498,2023-08-31,Mouse,1,800
2499,2023-10-05,Mobile,2,15000
2500,2023-10-18,Monitor,2,12000
2501,2024-07-15,Laptop,2,50000
2502,2024-03-03,Keyboard,4,1500
2503,2023-07-27,Keyboard,2,1500
2504,2023-07-23,Headphones,2,2000
2505,2024-12-28,Tablet,4,20000
2506,2024-02-02,Mobile,5,15000
2507,2024-12-08,Mouse,4,800
2508,2023-04-17,Keyboard,2,1500
2509,2024-04-23,Monitor,1,12000
2510,2023-01-07,Monitor,2,12000
2511,2024-08-01,Monitor,2,12000
2512,2024-04-23,Monitor,3,12000
2513,2024-05-23,Keyboard,4,1500
2514,2023-10-10,Tablet,3,20000
2515,2023-08-27,Laptop,5,50000
2516,2024-01-28,Keyboard,4,1500
2517,2024-12-17,Headphones,5,2000
2518,2024-07-05,Keyboard,5,1500
2519,2023-05-20,Laptop,3,50000
2520,2024-11-16,Headphones,1,2000
2521,2023-04-02,Tablet,4,20000
2522,2024-11-26,Mobile,2,15000
2523,2024-01-09,Mouse,2,800
2524,2023-12-22,Laptop,2,50000
2525,2023-04-21,Tablet,5,20000
2526,2023-11-16,Mouse,5,800
2527,2024-01-28,Laptop,2,50000
2528,2023-04-19,Tablet,4,20000
2529,2024-12-17,Headphones,5,2000
2530,2023-01-09,Laptop,1,50000
2531,2024-07-11,Tablet,5,20000
2532,2023-03-25,Keyboard,5,1500
2533,2023-11-17,Laptop,4,50000
2534,2023-07-31,Mouse,5,800
2535,2024-10-04,Keyboard,4,1500
2536,2024-06-29,Headphones,3,2000
2537,2023-05-30,Keyboard,1,1500
2538,2023-08-20,Headphones,4,2000
2539,2023-04-18,Keyboard,1,1500
2540,2023-07-30,Laptop,5,50000
2541,2024-12-29,Mouse,4,800
2542,2024-11-10,Tablet,2,20000
2543,2023-11-20,Keyboard,4,1500
2544,2024-02-21,Mouse,1,800
2545,2024-03-17,Monitor,5,12000
2546,2023-02-22,Headphones,2,2000
2547,2024-11-26,Laptop,2,50000
2548,2023-04-10,Laptop,4,50000
2549,2024-05-12,Monitor,4,12000
2550,2024-10-16,Headphones,5,2000
2551,2024-03-07,Headphones,3,2000
2552,2023-02-05,Mouse,3,800
2553,2023-06-09,Mobile,2,15000
2554,2023-03-15,Headphones,5,2000
2555,2023-05-19,Keyboard,2,1500
2556,2024-03-31,Mouse,2,800
2557,2024-07-27,Tablet,3,20000
2558,2023-07-26,Mobile,3,15000
2559,2023-04-30,Tablet,1,20000
2560,2024-06-13,Monitor,5,12000
2561,2023-05-21,Laptop,1,50000
2562,2023-11-04,Mouse,3,800
2563,2023-02-19,Monitor,3,12000
2564,2024-09-05,Headphones,3,2000
2565,2024-06-27,Mobile,5,15000
2566,2023-07-03,Mouse,3,800
2567,2023-02-21,Monitor,5,12000
2568,2023-07-19,Laptop,3,50000
2569,2023-08-07,Laptop,5,50000
2570,2024-07-02,Keyboard,1,1500
2571,2023-02-10,Mobile,1,15000
2572,2023-10-29,Keyboard,5,1500
2573,2024-07-11,Mobile,3,15000
2574,2024-05-12,Monitor,5,12000
2575,2024-08-29,Mouse,2,800
2576,2024-03-12,Laptop,5,50000
2577,2023-06-29,Tablet,2,20000
2578,2024-07-27,Tablet,1,20000
2579,2023-03-22,Mobile,1,15000
2580,2024-02-29,Monitor,3,12000
2581,2024-11-19,Keyboard,4,1500
2582,2023-01-01,Laptop,4,50000
2583,2024-06-25,Mouse,2,800
2584,2024-02-13,Mouse,1,800
2585,2023-12-10,Mobile,2,15000
2586,2024-12-07,Monitor,1,12000
2587,2023-10-10,Headphones,5,2000
2588,2024-11-17,Monitor,3,12000
2589,2023-11-25,Mobile,3,15000
2590,2024-05-04,Headphones,3,2000
2591,2024-03-20,Laptop,5,50000
2592,2023-10-08,Mouse,2,800
2593,2024-06-20,Monitor,3,12000
2594,2023-10-29,Monitor,1,12000
2595,2024-10-29,Laptop,4,50000
2596,2023-05-28,Mobile,3,15000
2597,2023-04-30,Keyboard,4,1500
2598,2023-05-27,Monitor,1,12000
2599,2023-06-28,Tablet,5,20000
2600,2023-03-03,Headphones,3,2000
2601,2023-07-20,Laptop,2,50000
2602,2023-12-30,Monitor,1,12000
2603,2023-12-26,Mobile,4,15000
2604,2023-02-25,Monitor,2,12000
2605,2023-01-18,Mobile,2,15000
2606,2024-04-16,Mouse,3,800
2607,2024-02-04,Monitor,5,12000
2608,2024-05-13,Mobile,4,15000
2609,2023-11-23,Keyboard,2,1500
2610,2023-01-10,Tablet,5,20000
2611,2023-12-13,Headphones,5,2000
2612,2023-12-30,Monitor,1,12000
2613,2024-11-27,Monitor,4,12000
2614,2024-11-07,Laptop,1,50000
2615,2024-04-08,Laptop,5,50000
2616,2023-09-22,Headphones,4,2000
2617,2023-01-02,Headphones,2,2000
2618,2024-09-22,Tablet,4,20000
2619,2023-07-06,Mobile,5,15000
2620,2023-06-04,Laptop,1,50000
2621,2023-11-17,Tablet,2,20000
2622,2023-06-26,Laptop,2,50000
2623,2023-01-11,Keyboard,2,1500
2624,2023-06-12,Headphones,5,2000
2625,2023-08-12,Keyboard,2,1500
2626,2023-05-15,Tablet,5,20000
2627,2024-02-06,Mobile,5,15000
2628,2024-04-04,Mouse,5,800
2629,2023-03-04,Keyboard,4,1500
2630,2023-08-11,Mouse,5,800
2631,2024-02-15,Mouse,2,800
2632,2024-02-20,Mobile,5,15000
2633,2024-04-18,Mouse,4,800
2634,2024-12-06,Keyboard,2,1500
2635,2023-09-29,Tablet,5,20000
2636,2023-06-07,Laptop,4,50000
2637,2024-11-02,Monitor,4,12000
2638,2024-09-21,Mobile,4,15000
2639,2023-09-02,Keyboard,3,1500
2640,2023-12-30,Laptop,5,50000
2641,2024-09-12,Monitor,5,12000
2642,2024-12-16,Mouse,5,800
2643,2024-07-17,Keyboard,5,1500
2644,2024-07-21,Monitor,4,12000
2645,2023-06-05,Monitor,5,12000
2646,2023-02-12,Headphones,4,2000
2647,2023-05-11,Tablet,3,20000
2648,2024-10-20,Mouse,4,800
2649,2024-08-11,Mobile,3,15000
2650,2024-01-12,Headphones,4,2000
2651,2023-06-13,Laptop,5,50000
2652,2024-07-31,Mobile,3,15000
2653,2023-10-19,Mobile,5,15000
2654,2024-11-22,Laptop,1,50000
2655,2023-04-14,Keyboard,4,1500
2656,2024-07-09,Keyboard,2,1500
2657,2023-10-03,Mobile,2,15000
2658,2023-07-29,Mobile,5,15000
2659,2023-03-22,Mobile,1,15000
2660,2023-07-12,Laptop,3,50000
2661,2024-12-23,Mobile,1,15000
2662,2023-12-24,Headphones,3,2000
2663,2024-10-02,Keyboard,5,1500
2664,2024-03-06,Keyboard,3,1500
2665,2023-06-05,Tablet,3,20000
2666,2023-08-27,Tablet,4,20000
2667,2023-08-24,Monitor,4,12000
2668,2023-02-14,Laptop,3,50000
2669,2023-06-29,Keyboard,5,1500
2670,2023-09-15,Headphones,2,2000
2671,2024-04-16,Mobile,2,15000
2672,2023-03-23,Monitor,1,12000
2673,2024-11-27,Keyboard,1,1500
2674,2023-04-19,Mouse,4,800
2675,2024-10-07,Laptop,5,50000
